# SYNTHETIC. Per-block monthly cost in IDR. EPMS routes cost through m_cost_control_mapping but the EC export carries none of it. Structure sums to ~30M IDR/ha/yr.
division_code,block_code,month,harvest_idr,upkeep_idr,fertilizer_idr,transport_idr,overhead_idr,infrastructure_idr,km_to_mill
1,31,2025-05,22380432,13645491,22742996,1014099,13995000,5831250,6.43
1,31,2025-06,16327500,12280120,21246982,1014099,13995000,5831250,6.43
1,31,2025-07,16327500,13128705,19706706,1014099,13995000,5831250,6.43
1,31,2025-08,16327500,13401191,21314140,1014099,13995000,5831250,6.43
1,31,2025-09,16327500,13705694,21985043,1014099,13995000,5831250,6.43
1,31,2025-10,16327500,12896589,20239157,1014099,13995000,5831250,6.43
1,31,2025-11,16327500,12405257,22792177,1014099,13995000,5831250,6.43
1,32,2025-01,14324449,12401546,20364805,998780,13730000,5720833,6.47
1,32,2025-02,13330386,12075928,20329010,998780,13730000,5720833,6.47
1,32,2025-03,17869941,12170749,20771057,998780,13730000,5720833,6.47
1,32,2025-04,19788483,13234963,21992955,998780,13730000,5720833,6.47
1,32,2025-05,14778405,12982464,22225019,998780,13730000,5720833,6.47
1,32,2025-06,16018333,13295827,22331780,998780,13730000,5720833,6.47
1,32,2025-07,16018333,12465880,20737479,998780,13730000,5720833,6.47
1,32,2025-08,16018333,12717683,23000208,998780,13730000,5720833,6.47
1,32,2025-09,16018333,13456116,21357400,998780,13730000,5720833,6.47
1,32,2025-10,16018333,12239344,20168063,998780,13730000,5720833,6.47
1,32,2025-11,16018333,13574437,22964927,998780,13730000,5720833,6.47
1,33,2025-01,21119251,14880720,25202035,1076978,14970000,6237500,6.36
1,33,2025-02,15471036,13389372,24315700,1076978,14970000,6237500,6.36
1,33,2025-03,18756335,14531168,23031650,1076978,14970000,6237500,6.36
1,33,2025-04,15577606,13504803,24255076,1076978,14970000,6237500,6.36
1,33,2025-05,16400769,13909219,22070239,1076978,14970000,6237500,6.36
1,33,2025-06,17465000,14227391,22670200,1076978,14970000,6237500,6.36
1,33,2025-07,17465000,14326673,22723594,1076978,14970000,6237500,6.36
1,33,2025-08,17465000,13466709,22773748,1076978,14970000,6237500,6.36
1,33,2025-09,17465000,14790272,25489674,1076978,14970000,6237500,6.36
1,33,2025-10,17465000,13643327,23025684,1076978,14970000,6237500,6.36
1,33,2025-11,17465000,14633149,22634809,1076978,14970000,6237500,6.36
1,34,2025-01,13136400,12373474,19102761,1147085,14120000,5883333,7.65
1,34,2025-02,21526999,13402111,20043446,1147085,14120000,5883333,7.65
1,34,2025-03,9869911,12398668,20104259,1147085,14120000,5883333,7.65
1,34,2025-04,24104708,12308025,21291989,1147085,14120000,5883333,7.65
1,34,2025-05,13728647,12493683,19492328,1147085,14120000,5883333,7.65
1,34,2025-06,16473333,12325542,21803493,1147085,14120000,5883333,7.65
1,34,2025-07,16473333,12845074,20416933,1147085,14120000,5883333,7.65
1,34,2025-08,16473333,12649896,21812069,1147085,14120000,5883333,7.65
1,34,2025-09,16473333,12971277,21316707,1147085,14120000,5883333,7.65
1,34,2025-10,16473333,13379389,20791838,1147085,14120000,5883333,7.65
1,34,2025-11,16473333,12859308,21621581,1147085,14120000,5883333,7.65
1,35,2025-01,17130989,14331915,24636595,1268123,15725000,6552083,7.57
