# SYNTHETIC. NDRE per block per month. Sentinel-2 L2A is free over Merauke and this layer could be computed for real; it is generated here so the layer works offline. Correlated with real yield.
division_code,block_code,month,ndre,ndre_baseline,cloud_pct
1,16,2025-03,0.3261,0.3337,53
1,16,2025-04,0.3279,0.3337,19
1,16,2025-05,0.3355,0.3337,0
1,16,2025-06,0.3501,0.3337,66
1,16,2025-07,0.3453,0.3337,21
1,16,2025-08,0.3407,0.3337,27
1,16,2025-09,0.3447,0.3337,15
1,16,2025-10,0.3414,0.3337,66
1,16,2025-11,0.3243,0.3337,26
1,17,2025-01,0.3231,0.3302,11
1,17,2025-02,0.32,0.3302,3
1,17,2025-03,0.3166,0.3302,32
1,17,2025-04,0.3343,0.3302,36
1,17,2025-05,0.3345,0.3302,60
1,17,2025-06,0.3382,0.3302,45
1,17,2025-07,0.3412,0.3302,22
1,17,2025-08,0.3358,0.3302,4
1,17,2025-09,0.3355,0.3302,39
1,17,2025-10,0.3325,0.3302,2
1,17,2025-11,0.3163,0.3302,57
1,18,2025-01,0.3126,0.3227,27
1,18,2025-02,0.3181,0.3227,33
1,18,2025-03,0.3209,0.3227,22
1,18,2025-04,0.3148,0.3227,0
1,18,2025-05,0.3348,0.3227,11
1,18,2025-06,0.339,0.3227,69
1,18,2025-07,0.3269,0.3227,66
1,18,2025-08,0.3273,0.3227,53
1,18,2025-09,0.3253,0.3227,0
1,18,2025-10,0.3286,0.3227,72
1,18,2025-11,0.3223,0.3227,7
1,19,2025-01,0.3136,0.3302,1
1,19,2025-02,0.3153,0.3302,17
1,19,2025-03,0.3179,0.3302,7
1,19,2025-04,0.3283,0.3302,32
1,19,2025-05,0.3373,0.3302,61
1,19,2025-06,0.3358,0.3302,30
1,19,2025-07,0.3482,0.3302,34
1,19,2025-08,0.3366,0.3302,25
1,19,2025-09,0.3361,0.3302,10
1,19,2025-10,0.3359,0.3302,32
1,19,2025-11,0.3272,0.3302,37
1,20,2025-01,0.3298,0.3416,19
1,20,2025-02,0.3234,0.3416,66
1,20,2025-03,0.3433,0.3416,16
1,20,2025-04,0.3406,0.3416,26
1,20,2025-05,0.3417,0.3416,44
1,20,2025-06,0.3488,0.3416,68
1,20,2025-07,0.3475,0.3416,23
1,20,2025-08,0.3558,0.3416,61
1,20,2025-09,0.3448,0.3416,15
1,20,2025-10,0.3474,0.3416,55
1,20,2025-11,0.3396,0.3416,56
1,21,2025-01,0.3191,0.3364,62
1,21,2025-02,0.3188,0.3364,37
1,21,2025-03,0.3294,0.3364,70
1,21,2025-04,0.3305,0.3364,32
1,21,2025-05,0.3495,0.3364,65
1,21,2025-06,0.3448,0.3364,7
1,21,2025-07,0.3527,0.3364,69
1,21,2025-08,0.3421,0.3364,37
1,21,2025-09,0.3465,0.3364,70
1,21,2025-10,0.3346,0.3364,59
1,21,2025-11,0.3276,0.3364,55
1,22,2025-01,0.3208,0.3371,47
1,22,2025-02,0.327,0.3371,53
1,22,2025-03,0.3347,0.3371,40
1,22,2025-04,0.3338,0.3371,42
1,22,2025-05,0.3479,0.3371,35
1,22,2025-06,0.3446,0.3371,7
1,22,2025-07,0.3561,0.3371,69
1,22,2025-08,0.3426,0.3371,36
1,22,2025-09,0.351,0.3371,9
1,22,2025-10,0.3349,0.3371,55
1,22,2025-11,0.3364,0.3371,29
1,23,2025-01,0.3126,0.3298,30
1,23,2025-02,0.3202,0.3298,44
1,23,2025-03,0.3276,0.3298,37
1,23,2025-04,0.3227,0.3298,27
1,23,2025-05,0.3297,0.3298,27
1,23,2025-06,0.3379,0.3298,42
1,23,2025-07,0.3407,0.3298,24
1,23,2025-08,0.3439,0.3298,67
1,23,2025-09,0.3347,0.3298,50
1,23,2025-10,0.3363,0.3298,1
1,23,2025-11,0.3292,0.3298,32
1,24,2025-01,0.3338,0.3474,20
1,24,2025-02,0.3291,0.3474,28
1,24,2025-03,0.3377,0.3474,41
1,24,2025-04,0.3414,0.3474,53
1,24,2025-05,0.3602,0.3474,39
1,24,2025-06,0.3541,0.3474,48
1,24,2025-07,0.3554,0.3474,60
1,24,2025-08,0.3602,0.3474,70
1,24,2025-09,0.3542,0.3474,6
1,24,2025-10,0.3397,0.3474,24
1,24,2025-11,0.3421,0.3474,69
1,25,2025-01,0.3579,0.3642,17
1,25,2025-02,0.3478,0.3642,3
1,25,2025-03,0.3615,0.3642,60
1,25,2025-04,0.3684,0.3642,18
1,25,2025-05,0.3644,0.3642,43
1,25,2025-06,0.3786,0.3642,70
1,25,2025-07,0.3838,0.3642,27
1,25,2025-08,0.3781,0.3642,11
1,25,2025-09,0.3629,0.3642,22
1,25,2025-10,0.3574,0.3642,72
1,25,2025-11,0.3647,0.3642,1
1,26,2025-01,0.3474,0.363,7
1,26,2025-02,0.3503,0.363,62
1,26,2025-03,0.3563,0.363,58
1,26,2025-04,0.3641,0.363,11
1,26,2025-05,0.3768,0.363,42
1,26,2025-06,0.3793,0.363,19
1,26,2025-07,0.3692,0.363,23
1,26,2025-08,0.3763,0.363,2
1,26,2025-09,0.3655,0.363,27
1,26,2025-10,0.3594,0.363,5
1,26,2025-11,0.3505,0.363,10
1,27,2025-01,0.3231,0.3381,63
1,27,2025-02,0.3321,0.3381,56
1,27,2025-03,0.3333,0.3381,4
1,27,2025-04,0.345,0.3381,12
1,27,2025-05,0.342,0.3381,56
1,27,2025-06,0.3433,0.3381,58
1,27,2025-07,0.3487,0.3381,32
1,27,2025-08,0.3511,0.3381,55
1,27,2025-09,0.3443,0.3381,26
1,27,2025-10,0.3369,0.3381,50
1,27,2025-11,0.3375,0.3381,20
1,28,2025-01,0.3376,0.3531,30
1,28,2025-02,0.344,0.3531,45
1,28,2025-03,0.354,0.3531,18
1,28,2025-04,0.3605,0.3531,57
1,28,2025-05,0.3596,0.3531,65
1,28,2025-06,0.36,0.3531,27
1,28,2025-07,0.3697,0.3531,44
1,28,2025-08,0.3578,0.3531,9
1,28,2025-09,0.3621,0.3531,24
1,28,2025-10,0.3577,0.3531,13
1,28,2025-11,0.3475,0.3531,18
1,29,2025-01,0.333,0.3483,47
1,29,2025-02,0.3422,0.3483,23
1,29,2025-03,0.337,0.3483,14
1,29,2025-04,0.3549,0.3483,13
1,29,2025-05,0.3513,0.3483,51
1,29,2025-06,0.3569,0.3483,9
1,29,2025-07,0.3626,0.3483,14
1,29,2025-08,0.3661,0.3483,35
1,29,2025-09,0.3581,0.3483,46
1,29,2025-10,0.3509,0.3483,19
1,29,2025-11,0.3344,0.3483,28
1,30,2025-01,0.308,0.3257,4
1,30,2025-02,0.3122,0.3257,12
1,30,2025-03,0.3276,0.3257,47
1,30,2025-04,0.3181,0.3257,7
1,30,2025-05,0.3362,0.3257,16
1,30,2025-06,0.3335,0.3257,28
1,30,2025-07,0.3362,0.3257,19
1,30,2025-08,0.3326,0.3257,11
1,30,2025-09,0.3241,0.3257,5
1,30,2025-10,0.3316,0.3257,20
1,30,2025-11,0.3171,0.3257,35
1,31,2025-01,0.3284,0.3394,39
1,31,2025-02,0.3361,0.3394,28
1,31,2025-03,0.3376,0.3394,32
1,31,2025-04,0.3405,0.3394,27
1,31,2025-05,0.3461,0.3394,48
1,31,2025-06,0.3546,0.3394,1
1,31,2025-07,0.3502,0.3394,34
1,31,2025-08,0.345,0.3394,64
1,31,2025-09,0.3482,0.3394,38
1,31,2025-10,0.3329,0.3394,2
1,31,2025-11,0.3383,0.3394,21
1,32,2025-01,0.318,0.3342,13
1,32,2025-02,0.3165,0.3342,60
1,32,2025-03,0.3312,0.3342,29
1,32,2025-04,0.3352,0.3342,5
1,32,2025-05,0.3336,0.3342,14
1,32,2025-06,0.3461,0.3342,25
1,32,2025-07,0.3387,0.3342,26
1,32,2025-08,0.3422,0.3342,3
1,32,2025-09,0.3463,0.3342,65
1,32,2025-10,0.3336,0.3342,64
1,32,2025-11,0.3263,0.3342,37
1,33,2025-01,0.3112,0.3255,14
1,33,2025-02,0.3173,0.3255,33
1,33,2025-03,0.3223,0.3255,44
1,33,2025-04,0.3185,0.3255,8
1,33,2025-05,0.338,0.3255,14
1,33,2025-06,0.338,0.3255,7
1,33,2025-07,0.3409,0.3255,64
1,33,2025-08,0.3295,0.3255,32
1,33,2025-09,0.3238,0.3255,51
1,33,2025-10,0.3285,0.3255,70
1,33,2025-11,0.3218,0.3255,66
1,34,2025-01,0.3448,0.3562,70
1,34,2025-02,0.3383,0.3562,25
1,34,2025-03,0.3496,0.3562,50
1,34,2025-04,0.3529,0.3562,37
1,34,2025-05,0.3603,0.3562,25
1,34,2025-06,0.3596,0.3562,21
1,34,2025-07,0.3681,0.3562,31
1,34,2025-08,0.3587,0.3562,0
1,34,2025-09,0.3563,0.3562,31
1,34,2025-10,0.3541,0.3562,10
1,34,2025-11,0.3452,0.3562,44
1,35,2025-01,0.3373,0.3445,65
1,35,2025-02,0.3416,0.3445,26
1,35,2025-03,0.3404,0.3445,47
1,35,2025-04,0.3436,0.3445,70
1,35,2025-05,0.3535,0.3445,63
1,35,2025-06,0.3475,0.3445,32
1,35,2025-07,0.3487,0.3445,0
1,35,2025-08,0.3582,0.3445,65
1,35,2025-09,0.3548,0.3445,49
1,35,2025-10,0.3496,0.3445,13
1,35,2025-11,0.3376,0.3445,2
1,36,2025-01,0.3103,0.3282,46
1,36,2025-02,0.3178,0.3282,55
1,36,2025-03,0.319,0.3282,17
1,36,2025-04,0.3345,0.3282,20
1,36,2025-05,0.3288,0.3282,32
1,36,2025-06,0.3422,0.3282,15
1,36,2025-07,0.3345,0.3282,9
1,36,2025-08,0.3306,0.3282,69
1,36,2025-09,0.3409,0.3282,51
1,36,2025-10,0.322,0.3282,18
1,36,2025-11,0.3175,0.3282,8
1,37,2025-01,0.3256,0.3339,38
1,37,2025-02,0.3266,0.3339,41
1,37,2025-03,0.3297,0.3339,63
1,37,2025-04,0.3381,0.3339,9
1,37,2025-05,0.3375,0.3339,25
1,37,2025-06,0.338,0.3339,26
1,37,2025-07,0.3497,0.3339,61
1,37,2025-08,0.3398,0.3339,70
1,37,2025-09,0.3356,0.3339,13
1,37,2025-10,0.3408,0.3339,35
1,37,2025-11,0.3215,0.3339,48
1,38,2025-01,0.3331,0.3398,0
1,38,2025-02,0.3277,0.3398,38
1,38,2025-03,0.3368,0.3398,57
1,38,2025-04,0.3342,0.3398,11
1,38,2025-05,0.3532,0.3398,22
1,38,2025-06,0.3435,0.3398,52
1,38,2025-07,0.3487,0.3398,72
1,38,2025-08,0.351,0.3398,52
1,38,2025-09,0.3489,0.3398,15
1,38,2025-10,0.3334,0.3398,62
1,38,2025-11,0.3361,0.3398,54
1,39,2025-01,0.3271,0.3366,63
1,39,2025-02,0.3231,0.3366,67
1,39,2025-03,0.3275,0.3366,31
1,39,2025-04,0.3394,0.3366,24
1,39,2025-05,0.3465,0.3366,52
1,39,2025-06,0.3426,0.3366,23
1,39,2025-07,0.3424,0.3366,20
1,39,2025-08,0.3473,0.3366,12
1,39,2025-09,0.3391,0.3366,3
1,39,2025-10,0.3378,0.3366,42
1,39,2025-11,0.3267,0.3366,58
2,40,2025-01,0.3271,0.3394,51
2,40,2025-02,0.3356,0.3394,9
2,40,2025-03,0.3304,0.3394,27
2,40,2025-04,0.3395,0.3394,23
2,40,2025-05,0.3506,0.3394,20
2,40,2025-06,0.3554,0.3394,14
2,40,2025-07,0.3497,0.3394,66
2,40,2025-08,0.3441,0.3394,16
2,40,2025-09,0.3486,0.3394,28
2,40,2025-10,0.3331,0.3394,3
2,40,2025-11,0.3411,0.3394,70
2,41,2025-01,0.3227,0.3319,71
2,41,2025-02,0.3198,0.3319,0
2,41,2025-03,0.3278,0.3319,29
2,41,2025-04,0.3341,0.3319,72
2,41,2025-05,0.3377,0.3319,17
2,41,2025-06,0.3456,0.3319,38
2,41,2025-07,0.3468,0.3319,71
2,41,2025-08,0.3424,0.3319,11
2,41,2025-09,0.3444,0.3319,66
2,41,2025-10,0.3254,0.3319,6
2,41,2025-11,0.3192,0.3319,43
2,42,2025-01,0.3406,0.3528,38
2,42,2025-02,0.336,0.3528,60
2,42,2025-03,0.34,0.3528,16
2,42,2025-04,0.3593,0.3528,18
2,42,2025-05,0.3563,0.3528,50
2,42,2025-06,0.3563,0.3528,8
2,42,2025-07,0.3663,0.3528,24
2,42,2025-08,0.3706,0.3528,4
2,42,2025-09,0.3606,0.3528,64
2,42,2025-10,0.3603,0.3528,2
2,42,2025-11,0.3513,0.3528,18
2,43,2025-01,0.3444,0.3498,10
2,43,2025-02,0.345,0.3498,60
2,43,2025-03,0.3446,0.3498,44
2,43,2025-04,0.3493,0.3498,16
2,43,2025-05,0.3499,0.3498,62
2,43,2025-06,0.3604,0.3498,55
2,43,2025-07,0.3639,0.3498,9
2,43,2025-08,0.3615,0.3498,20
2,43,2025-09,0.3532,0.3498,6
2,43,2025-10,0.3506,0.3498,67
2,43,2025-11,0.3452,0.3498,62
2,44,2025-01,0.3406,0.3469,7
2,44,2025-02,0.3428,0.3469,33
2,44,2025-03,0.3401,0.3469,18
2,44,2025-04,0.3484,0.3469,56
2,44,2025-05,0.3577,0.3469,43
2,44,2025-06,0.3566,0.3469,54
2,44,2025-07,0.3657,0.3469,18
2,44,2025-08,0.3607,0.3469,32
2,44,2025-09,0.3482,0.3469,43
2,44,2025-10,0.3392,0.3469,17
2,44,2025-11,0.3429,0.3469,54
2,45,2025-01,0.3196,0.3354,7
2,45,2025-02,0.3222,0.3354,43
2,45,2025-03,0.3298,0.3354,62
2,45,2025-04,0.3342,0.3354,60
2,45,2025-05,0.341,0.3354,64
2,45,2025-06,0.3493,0.3354,56
2,45,2025-07,0.3485,0.3354,59
2,45,2025-08,0.3522,0.3354,60
2,45,2025-09,0.3406,0.3354,56
2,45,2025-10,0.3392,0.3354,69
2,45,2025-11,0.3281,0.3354,71
2,46,2025-01,0.3394,0.35,42
2,46,2025-02,0.3356,0.35,24
2,46,2025-03,0.352,0.35,46
2,46,2025-04,0.3579,0.35,62
2,46,2025-05,0.3496,0.35,58
2,46,2025-06,0.3684,0.35,4
2,46,2025-07,0.3651,0.35,43
2,46,2025-08,0.3619,0.35,47
2,46,2025-09,0.3637,0.35,53
2,46,2025-10,0.3525,0.35,1
2,46,2025-11,0.35,0.35,5
2,47,2025-01,0.3404,0.3591,64
2,47,2025-02,0.355,0.3591,55
2,47,2025-03,0.3532,0.3591,60
2,47,2025-04,0.3624,0.3591,26
2,47,2025-05,0.366,0.3591,4
2,47,2025-06,0.3684,0.3591,4
2,47,2025-07,0.3701,0.3591,72
2,47,2025-08,0.3636,0.3591,17
2,47,2025-09,0.3632,0.3591,13
2,47,2025-10,0.3526,0.3591,6
2,47,2025-11,0.3467,0.3591,43
2,49,2025-01,0.346,0.3514,25
2,49,2025-02,0.3397,0.3514,64
2,49,2025-03,0.3511,0.3514,53
2,49,2025-04,0.3527,0.3514,28
2,49,2025-05,0.3593,0.3514,67
2,49,2025-06,0.3659,0.3514,30
2,49,2025-07,0.3647,0.3514,20
2,49,2025-08,0.3543,0.3514,39
2,49,2025-09,0.3521,0.3514,22
2,49,2025-10,0.3547,0.3514,26
2,49,2025-11,0.3377,0.3514,26
2,50,2025-01,0.3406,0.3476,26
2,50,2025-02,0.3292,0.3476,15
2,50,2025-03,0.3351,0.3476,64
2,50,2025-04,0.3421,0.3476,29
2,50,2025-05,0.3606,0.3476,70
2,50,2025-06,0.3613,0.3476,37
2,50,2025-07,0.3665,0.3476,37
2,50,2025-08,0.3532,0.3476,45
2,50,2025-09,0.3611,0.3476,68
2,50,2025-10,0.3415,0.3476,13
2,50,2025-11,0.3408,0.3476,51
2,51,2025-01,0.3233,0.3334,51
2,51,2025-02,0.3209,0.3334,21
2,51,2025-03,0.3281,0.3334,24
2,51,2025-04,0.3352,0.3334,50
2,51,2025-05,0.3368,0.3334,30
2,51,2025-06,0.3442,0.3334,7
2,51,2025-07,0.3482,0.3334,1
2,51,2025-08,0.3402,0.3334,6
2,51,2025-09,0.3327,0.3334,39
2,51,2025-10,0.3295,0.3334,37
2,51,2025-11,0.32,0.3334,59
2,52,2025-01,0.3261,0.331,69
2,52,2025-02,0.3148,0.331,39
2,52,2025-03,0.3203,0.331,17
2,52,2025-04,0.3253,0.331,20
2,52,2025-05,0.335,0.331,49
2,52,2025-06,0.342,0.331,41
2,52,2025-07,0.3483,0.331,39
2,52,2025-08,0.336,0.331,65
2,52,2025-09,0.3331,0.331,59
2,52,2025-10,0.3268,0.331,51
2,52,2025-11,0.3238,0.331,9
2,53,2025-01,0.3301,0.3486,47
2,53,2025-02,0.3438,0.3486,42
2,53,2025-03,0.3436,0.3486,62
2,53,2025-04,0.3437,0.3486,30
2,53,2025-05,0.3488,0.3486,18
2,53,2025-06,0.3642,0.3486,62
2,53,2025-07,0.3671,0.3486,72
2,53,2025-08,0.364,0.3486,52
2,53,2025-09,0.3621,0.3486,47
2,53,2025-10,0.3537,0.3486,52
2,53,2025-11,0.3383,0.3486,14
2,54,2025-01,0.3181,0.3252,72
2,54,2025-02,0.3152,0.3252,29
2,54,2025-03,0.326,0.3252,30
2,54,2025-04,0.3266,0.3252,31
2,54,2025-05,0.3292,0.3252,32
2,54,2025-06,0.3385,0.3252,22
2,54,2025-07,0.3298,0.3252,12
2,54,2025-08,0.3322,0.3252,47
2,54,2025-09,0.3367,0.3252,3
2,54,2025-10,0.3202,0.3252,29
2,54,2025-11,0.3152,0.3252,48
2,55,2025-01,0.3256,0.3452,3
2,55,2025-02,0.3314,0.3452,45
2,55,2025-03,0.3356,0.3452,72
2,55,2025-04,0.3442,0.3452,72
2,55,2025-05,0.352,0.3452,6
2,55,2025-06,0.3525,0.3452,0
2,55,2025-07,0.3626,0.3452,46
2,55,2025-08,0.3533,0.3452,36
2,55,2025-09,0.3469,0.3452,53
2,55,2025-10,0.3498,0.3452,53
2,55,2025-11,0.3403,0.3452,16
2,56,2025-01,0.3341,0.3382,20
2,56,2025-02,0.321,0.3382,66
2,56,2025-03,0.3402,0.3382,46
2,56,2025-04,0.3365,0.3382,59
2,56,2025-05,0.3468,0.3382,61
2,56,2025-06,0.3423,0.3382,29
2,56,2025-07,0.3506,0.3382,0
2,56,2025-08,0.3507,0.3382,7
2,56,2025-09,0.3409,0.3382,64
2,56,2025-10,0.3424,0.3382,7
2,56,2025-11,0.3384,0.3382,21
2,57,2025-01,0.3142,0.3246,21
2,57,2025-02,0.3086,0.3246,52
2,57,2025-03,0.3119,0.3246,24
2,57,2025-04,0.3301,0.3246,6
2,57,2025-05,0.328,0.3246,4
2,57,2025-06,0.332,0.3246,8
2,57,2025-07,0.3369,0.3246,57
2,57,2025-08,0.337,0.3246,7
2,57,2025-09,0.3356,0.3246,51
2,57,2025-10,0.3191,0.3246,22
2,57,2025-11,0.3161,0.3246,46
2,58,2025-01,0.3261,0.3326,4
2,58,2025-02,0.3215,0.3326,41
2,58,2025-03,0.3229,0.3326,12
2,58,2025-04,0.3309,0.3326,70
2,58,2025-05,0.3313,0.3326,45
2,58,2025-06,0.3381,0.3326,1
2,58,2025-07,0.3374,0.3326,9
2,58,2025-08,0.3498,0.3326,32
2,58,2025-09,0.3401,0.3326,45
2,58,2025-10,0.3397,0.3326,9
2,58,2025-11,0.3264,0.3326,71
2,59,2025-01,0.3303,0.3417,7
2,59,2025-02,0.3328,0.3417,13
2,59,2025-03,0.3415,0.3417,67
2,59,2025-04,0.3433,0.3417,44
2,59,2025-05,0.3534,0.3417,29
2,59,2025-06,0.3521,0.3417,65
2,59,2025-07,0.3603,0.3417,72
2,59,2025-08,0.3445,0.3417,4
2,59,2025-09,0.354,0.3417,58
2,59,2025-10,0.3379,0.3417,12
2,59,2025-11,0.3435,0.3417,62
2,60,2025-01,0.3329,0.3505,46
2,60,2025-02,0.3406,0.3505,19
2,60,2025-03,0.3388,0.3505,13
2,60,2025-04,0.3533,0.3505,68
2,60,2025-05,0.3605,0.3505,59
2,60,2025-06,0.3597,0.3505,60
2,60,2025-07,0.3679,0.3505,40
2,60,2025-08,0.3567,0.3505,22
2,60,2025-09,0.3485,0.3505,55
2,60,2025-10,0.352,0.3505,62
2,60,2025-11,0.3432,0.3505,18
2,62,2025-01,0.3182,0.3361,28
2,62,2025-02,0.3333,0.3361,49
2,62,2025-03,0.3335,0.3361,3
2,62,2025-04,0.3329,0.3361,11
2,62,2025-05,0.3376,0.3361,4
2,62,2025-06,0.3471,0.3361,42
2,62,2025-07,0.3434,0.3361,4
2,62,2025-08,0.339,0.3361,36
2,62,2025-09,0.3441,0.3361,38
2,62,2025-10,0.3441,0.3361,5
2,62,2025-11,0.3275,0.3361,14
2,63,2025-01,0.3247,0.344,24
