# SYNTHETIC. Pest and disease work orders: census walks, treatments and follow-ups on the P&D teams. NO EPMS table exists for any of this - the client cannot schedule pest work today because there is nowhere to record that they did. Census coverage from ec_pest_census.csv is the order's adherence; about half the follow-ups due in the window were done late and the rest never.
order_id,date,operation,activity,division_code,block_code,crew_code,headcount_plan,headcount_actual,planned_qty,actual_qty,unit,man_days_plan,man_days_actual,status,started,finished,carried_to
WO-2025-0116-P-001,2025-01-16,pest,followup,7,294,P7-01,1,1,43,33,palms,1.0,1.0,partial,06:57,12:33,
WO-2025-0117-P-001,2025-01-17,pest,followup,6,269,P6-01,1,0,46,0,palms,1.0,0.0,not_started,07:18,,
WO-2025-0118-P-001,2025-01-18,pest,treatment,1,32,P1-01,1,1,67,67,palms,1.0,1.0,completed,07:10,14:33,
WO-2025-0118-P-002,2025-01-18,pest,followup,2,66,P2-01,1,1,98,101,palms,1.0,1.0,completed,07:11,14:02,
WO-2025-0118-P-003,2025-01-18,pest,followup,3,79,P3-01,1,0,42,0,palms,1.0,0.0,not_started,07:05,,
WO-2025-0120-P-001,2025-01-20,pest,treatment,1,27,P1-01,9,9,266,251,palms,9.0,9.0,completed,07:02,13:51,
WO-2025-0120-P-002,2025-01-20,pest,followup,1,29,P1-01,7,6,202,156,palms,7.0,6.0,partial,07:20,12:31,
WO-2025-0120-P-003,2025-01-20,pest,followup,2,55,P2-01,1,0,80,0,palms,1.0,0.0,not_started,06:57,,
WO-2025-0120-P-004,2025-01-20,pest,treatment,3,101,P3-01,2,1,122,105,palms,2.0,1.0,completed,07:13,13:33,
WO-2025-0121-P-001,2025-01-21,pest,treatment,4,123,P4-01,8,7,233,195,palms,8.0,7.0,partial,07:12,12:57,
WO-2025-0122-P-001,2025-01-22,pest,treatment,5,195,P5-01,5,5,133,125,palms,5.0,5.0,completed,06:55,13:17,
WO-2025-0123-P-001,2025-01-23,pest,treatment,3,100,P3-01,7,6,194,158,palms,7.0,6.0,partial,07:23,13:08,
WO-2025-0123-P-002,2025-01-23,pest,treatment,7,293,P7-01,1,1,81,78,palms,1.0,1.0,completed,07:00,13:49,
WO-2025-0124-P-001,2025-01-24,pest,treatment,1,17,P1-01,1,1,88,58,palms,1.0,1.0,partial,07:08,11:40,
WO-2025-0124-P-002,2025-01-24,pest,followup,3,94,P3-01,7,0,182,0,palms,7.0,0.0,not_started,07:24,,
WO-2025-0125-P-001,2025-01-25,pest,treatment,2,71,P2-01,3,3,77,66,palms,3.0,3.0,completed,07:15,13:21,
WO-2025-0125-P-002,2025-01-25,pest,followup,3,78,P3-01,15,10,427,290,palms,15.0,10.0,partial,07:11,11:47,
WO-2025-0125-P-003,2025-01-25,pest,treatment,3,83,P3-01,2,2,223,196,palms,2.0,2.0,completed,07:08,13:17,
WO-2025-0125-P-004,2025-01-25,pest,followup,7,303,P7-01,6,6,162,162,palms,6.0,6.0,completed,07:11,14:01,
WO-2025-0126-P-001,2025-01-26,pest,followup,6,259,P6-01,1,0,100,0,palms,1.0,0.0,not_started,06:55,,
WO-2025-0127-P-001,2025-01-27,pest,treatment,5,177,P5-01,2,1,150,120,palms,2.0,1.0,partial,07:05,13:02,
WO-2025-0127-P-002,2025-01-27,pest,followup,6,214,P6-01,1,1,89,70,palms,1.0,1.0,partial,07:04,12:34,
WO-2025-0127-P-003,2025-01-27,pest,followup,6,216,P6-01,2,0,196,0,palms,2.0,0.0,not_started,07:12,,
WO-2025-0127-P-004,2025-01-27,pest,followup,6,248,P6-01,2,1,128,113,palms,2.0,1.0,completed,07:12,13:34,
WO-2025-0128-P-001,2025-01-28,pest,followup,7,297,P7-01,1,0,75,0,palms,1.0,0.0,not_started,07:18,,
WO-2025-0130-P-001,2025-01-30,pest,treatment,1,6,P1-01,1,1,27,23,palms,1.0,1.0,completed,07:10,12:58,
WO-2025-0130-P-002,2025-01-30,pest,treatment,1,36,P1-01,2,2,157,157,palms,2.0,2.0,completed,07:15,14:33,
WO-2025-0130-P-003,2025-01-30,pest,treatment,7,309,P7-01,1,1,107,107,palms,1.0,1.0,completed,07:15,14:06,
WO-2025-0131-P-001,2025-01-31,pest,followup,1,15,P1-01,17,0,498,0,palms,17.0,0.0,not_started,07:11,,
WO-2025-0131-P-002,2025-01-31,pest,treatment,4,153,P4-01,5,5,146,132,palms,5.0,5.0,completed,07:12,13:53,
WO-2025-0201-P-001,2025-02-01,pest,followup,1,13,P1-01,26,0,780,0,palms,26.0,0.0,not_started,07:10,,
WO-2025-0201-P-002,2025-02-01,pest,followup,1,17,P1-01,6,4,158,95,palms,6.0,4.0,partial,06:59,11:34,
WO-2025-0201-P-003,2025-02-01,pest,followup,2,72,P2-01,2,1,124,116,palms,2.0,1.0,completed,07:10,13:32,
WO-2025-0201-P-004,2025-02-01,pest,treatment,6,207,P6-01,2,1,134,89,palms,2.0,1.0,partial,07:22,12:02,
WO-2025-0203-P-001,2025-02-03,pest,treatment,3,84,P3-01,2,1,124,98,palms,2.0,1.0,partial,06:56,12:31,
WO-2025-0203-P-002,2025-02-03,pest,treatment,3,86,P3-01,3,2,277,234,palms,3.0,2.0,partial,06:59,13:07,
WO-2025-0203-P-003,2025-02-03,pest,treatment,7,348,P7-01,13,12,386,353,palms,13.0,12.0,completed,06:56,13:07,
WO-2025-0204-P-001,2025-02-04,pest,followup,7,341,P7-01,13,11,382,323,palms,13.0,11.0,partial,07:23,13:19,
WO-2025-0205-P-001,2025-02-05,pest,treatment,3,82,P3-01,1,1,20,19,palms,1.0,1.0,completed,07:23,13:52,
WO-2025-0205-P-002,2025-02-05,pest,treatment,5,185,P5-01,6,5,156,127,palms,6.0,5.0,partial,07:21,13:11,
WO-2025-0206-P-001,2025-02-06,pest,census,1,1,P1-01,2,2,790,627,palms,2.0,2.0,partial,07:02,12:48,
WO-2025-0206-P-002,2025-02-06,pest,census,1,2,P1-01,8,8,2412,1963,palms,8.0,8.0,partial,07:04,12:43,
WO-2025-0206-P-003,2025-02-06,pest,census,2,40,P2-01,8,7,2419,1610,palms,8.0,7.0,partial,06:57,11:50,
WO-2025-0206-P-004,2025-02-06,pest,census,3,75,P3-01,10,10,4982,3508,palms,10.0,10.0,partial,07:08,12:01,
WO-2025-0206-P-005,2025-02-06,pest,census,4,122,P4-01,5,5,1842,1611,palms,5.0,5.0,completed,06:59,13:07,
WO-2025-0206-P-006,2025-02-06,pest,census,4,123,P4-01,4,5,1518,1325,palms,4.0,5.0,completed,06:58,13:24,
WO-2025-0206-P-007,2025-02-06,pest,census,5,168,P5-01,9,10,5088,4205,palms,9.0,10.0,partial,06:55,12:33,
WO-2025-0206-P-008,2025-02-06,pest,census,6,203,P6-01,12,13,6142,5271,palms,12.0,13.0,completed,07:06,13:04,
WO-2025-0206-P-009,2025-02-06,pest,census,7,287,P7-01,4,5,1843,1667,palms,4.0,5.0,completed,07:08,13:42,
WO-2025-0206-P-010,2025-02-06,pest,census,7,288,P7-01,2,2,900,604,palms,2.0,2.0,partial,06:58,11:43,
WO-2025-0206-P-011,2025-02-06,pest,census,7,289,P7-01,6,6,2379,1590,palms,6.0,6.0,partial,07:14,11:49,
WO-2025-0207-P-001,2025-02-07,pest,census,1,3,P1-01,4,4,1916,1827,palms,4.0,4.0,completed,07:12,13:59,
WO-2025-0207-P-002,2025-02-07,pest,census,1,4,P1-01,4,4,1855,1380,palms,4.0,4.0,partial,06:55,12:14,
WO-2025-0207-P-003,2025-02-07,pest,census,1,5,P1-01,2,3,1218,1025,palms,2.0,3.0,partial,07:16,12:55,
WO-2025-0207-P-004,2025-02-07,pest,census,2,41,P2-01,8,8,3546,2858,palms,8.0,8.0,partial,07:21,12:56,
WO-2025-0207-P-005,2025-02-07,pest,census,3,76,P3-01,10,10,3976,3239,palms,10.0,10.0,partial,06:00,12:51,
WO-2025-0207-P-006,2025-02-07,pest,census,4,124,P4-01,4,4,1503,1295,palms,4.0,4.0,completed,07:10,13:30,
WO-2025-0207-P-007,2025-02-07,pest,census,4,125,P4-01,2,3,943,785,palms,2.0,3.0,partial,07:16,13:05,
WO-2025-0207-P-008,2025-02-07,pest,census,4,126,P4-01,2,2,869,752,palms,2.0,2.0,completed,07:21,13:26,
WO-2025-0207-P-009,2025-02-07,pest,census,4,127,P4-01,1,1,417,336,palms,1.0,1.0,partial,07:17,12:54,
WO-2025-0207-P-010,2025-02-07,pest,census,5,169,P5-01,9,9,4816,4209,palms,9.0,9.0,completed,07:21,13:14,
WO-2025-0207-P-011,2025-02-07,pest,census,6,204,P6-01,12,12,4638,4384,palms,12.0,12.0,completed,07:13,13:33,
WO-2025-0207-P-012,2025-02-07,pest,census,7,290,P7-01,6,6,2977,2167,palms,6.0,6.0,partial,07:20,12:47,
WO-2025-0207-P-013,2025-02-07,pest,census,7,291,P7-01,6,6,3505,2371,palms,6.0,6.0,partial,07:04,11:37,
WO-2025-0207-P-014,2025-02-07,pest,treatment,1,35,P1-01,2,2,164,164,palms,2.0,2.0,completed,07:12,13:58,
WO-2025-0208-P-001,2025-02-08,pest,census,1,6,P1-01,3,3,957,845,palms,3.0,3.0,completed,07:06,13:06,
WO-2025-0208-P-002,2025-02-08,pest,census,1,7,P1-01,7,8,2181,1768,palms,7.0,8.0,partial,07:08,12:56,
WO-2025-0208-P-003,2025-02-08,pest,census,2,42,P2-01,8,8,3937,3389,palms,8.0,8.0,completed,07:19,13:32,
WO-2025-0208-P-004,2025-02-08,pest,census,3,77,P3-01,10,11,4004,3492,palms,10.0,11.0,completed,07:19,13:38,
WO-2025-0208-P-005,2025-02-08,pest,census,4,128,P4-01,9,9,4246,3398,palms,9.0,9.0,partial,07:10,13:07,
WO-2025-0208-P-006,2025-02-08,pest,census,5,170,P5-01,9,10,4069,3603,palms,9.0,10.0,completed,07:17,13:29,
WO-2025-0208-P-007,2025-02-08,pest,census,6,205,P6-01,12,11,3432,2665,palms,12.0,11.0,partial,07:08,12:24,
WO-2025-0208-P-008,2025-02-08,pest,census,7,292,P7-01,12,10,2599,2100,palms,12.0,10.0,partial,07:07,12:44,
WO-2025-0208-P-009,2025-02-08,pest,treatment,4,138,P4-01,30,17,886,485,palms,30.0,17.0,partial,07:12,11:01,
WO-2025-0209-P-001,2025-02-09,pest,followup,7,328,P7-01,3,0,71,0,palms,3.0,0.0,not_started,07:01,,
WO-2025-0210-P-001,2025-02-10,pest,census,1,8,P1-01,10,9,4399,4211,palms,10.0,9.0,completed,07:02,14:02,
WO-2025-0210-P-002,2025-02-10,pest,census,2,43,P2-01,8,9,4081,3481,palms,8.0,9.0,completed,07:17,13:05,
WO-2025-0210-P-003,2025-02-10,pest,census,3,78,P3-01,10,10,3962,2539,palms,10.0,10.0,partial,07:23,11:50,
WO-2025-0210-P-004,2025-02-10,pest,census,4,129,P4-01,9,8,3176,2388,palms,9.0,8.0,partial,07:07,12:21,
WO-2025-0210-P-005,2025-02-10,pest,census,5,171,P5-01,9,9,3156,2822,palms,9.0,9.0,completed,07:02,13:22,
WO-2025-0210-P-006,2025-02-10,pest,census,6,206,P6-01,12,10,3368,3095,palms,12.0,10.0,completed,07:15,13:34,
WO-2025-0210-P-007,2025-02-10,pest,census,7,293,P7-01,8,7,3360,2268,palms,8.0,7.0,partial,07:16,12:06,
WO-2025-0210-P-008,2025-02-10,pest,census,7,294,P7-01,4,4,1634,1303,palms,4.0,4.0,partial,07:02,12:50,
WO-2025-0210-P-009,2025-02-10,pest,treatment,3,102,P3-01,6,6,173,173,palms,6.0,6.0,completed,07:24,14:19,
WO-2025-0210-P-010,2025-02-10,pest,followup,4,127,P4-01,1,0,14,0,palms,1.0,0.0,not_started,07:02,,
WO-2025-0210-P-011,2025-02-10,pest,followup,5,196,P5-01,4,0,106,0,palms,4.0,0.0,not_started,07:10,,
WO-2025-0210-P-012,2025-02-10,pest,treatment,6,255,P6-01,1,1,72,54,palms,1.0,1.0,partial,07:02,12:26,
WO-2025-0210-P-013,2025-02-10,pest,treatment,7,345,P7-01,8,5,213,144,palms,8.0,5.0,partial,06:55,11:30,
WO-2025-0211-P-001,2025-02-11,pest,census,1,9,P1-01,10,10,3614,2946,palms,10.0,10.0,partial,07:14,13:07,
WO-2025-0211-P-002,2025-02-11,pest,census,2,44,P2-01,8,8,3707,2653,palms,8.0,8.0,partial,07:13,12:35,
WO-2025-0211-P-003,2025-02-11,pest,census,3,79,P3-01,6,5,2545,1756,palms,6.0,5.0,partial,07:05,12:14,
WO-2025-0211-P-004,2025-02-11,pest,census,3,80,P3-01,4,4,1673,1048,palms,4.0,4.0,partial,07:18,11:27,
WO-2025-0211-P-005,2025-02-11,pest,census,4,130,P4-01,9,9,4465,2805,palms,9.0,9.0,partial,07:18,11:40,
WO-2025-0211-P-006,2025-02-11,pest,census,5,172,P5-01,9,10,3585,2791,palms,9.0,10.0,partial,07:20,13:03,
WO-2025-0211-P-007,2025-02-11,pest,census,6,207,P6-01,12,12,3903,3338,palms,12.0,12.0,completed,06:55,12:46,
WO-2025-0211-P-008,2025-02-11,pest,census,7,295,P7-01,4,4,1725,1537,palms,4.0,4.0,completed,07:23,13:27,
WO-2025-0211-P-009,2025-02-11,pest,census,7,296,P7-01,8,9,3632,2429,palms,8.0,9.0,partial,07:04,11:31,
WO-2025-0211-P-010,2025-02-11,pest,treatment,5,173,P5-01,17,13,482,384,palms,17.0,13.0,partial,07:16,12:57,
WO-2025-0212-P-001,2025-02-12,pest,census,1,10,P1-01,10,11,4061,3848,palms,10.0,11.0,completed,07:23,14:05,
WO-2025-0212-P-002,2025-02-12,pest,census,2,45,P2-01,8,7,3815,2428,palms,8.0,7.0,partial,07:15,11:36,
WO-2025-0212-P-003,2025-02-12,pest,census,3,81,P3-01,8,6,1024,919,palms,8.0,6.0,completed,07:17,13:51,
WO-2025-0212-P-004,2025-02-12,pest,census,3,82,P3-01,2,2,335,278,palms,2.0,2.0,partial,07:00,12:37,
WO-2025-0212-P-005,2025-02-12,pest,census,4,131,P4-01,9,9,4497,4062,palms,9.0,9.0,completed,07:18,13:44,
WO-2025-0212-P-006,2025-02-12,pest,census,5,173,P5-01,6,6,2610,1636,palms,6.0,6.0,partial,07:21,11:00,
WO-2025-0212-P-007,2025-02-12,pest,census,5,174,P5-01,3,4,1495,1158,palms,3.0,4.0,partial,07:01,12:12,
WO-2025-0212-P-008,2025-02-12,pest,census,6,208,P6-01,12,12,3458,3141,palms,12.0,12.0,completed,07:07,13:28,
WO-2025-0212-P-009,2025-02-12,pest,census,7,297,P7-01,12,11,3945,3729,palms,12.0,11.0,completed,07:12,13:45,
WO-2025-0212-P-010,2025-02-12,pest,treatment,1,7,P1-01,5,5,138,127,palms,5.0,5.0,completed,07:23,13:58,
WO-2025-0212-P-011,2025-02-12,pest,treatment,3,105,P3-01,1,1,104,89,palms,1.0,1.0,completed,07:04,13:04,
WO-2025-0212-P-012,2025-02-12,pest,treatment,5,182,P5-01,18,16,521,472,palms,18.0,16.0,completed,07:23,13:42,
WO-2025-0212-P-013,2025-02-12,pest,followup,6,249,P6-01,1,0,87,0,palms,1.0,0.0,not_started,07:03,,
WO-2025-0212-P-014,2025-02-12,pest,treatment,6,267,P6-01,1,1,47,47,palms,1.0,1.0,completed,07:09,13:57,
WO-2025-0213-P-001,2025-02-13,pest,census,1,11,P1-01,10,8,4589,3981,palms,10.0,8.0,completed,07:02,13:13,
WO-2025-0213-P-002,2025-02-13,pest,census,2,46,P2-01,8,9,4059,3144,palms,8.0,9.0,partial,06:59,12:40,
WO-2025-0213-P-003,2025-02-13,pest,census,3,83,P3-01,10,11,4965,3218,palms,10.0,11.0,partial,07:09,11:52,
WO-2025-0213-P-004,2025-02-13,pest,census,4,132,P4-01,9,10,4827,4015,palms,9.0,10.0,partial,06:59,13:01,
WO-2025-0213-P-005,2025-02-13,pest,census,5,176,P5-01,9,10,3735,3422,palms,9.0,10.0,completed,07:09,13:30,
WO-2025-0213-P-006,2025-02-13,pest,census,6,209,P6-01,12,13,3465,2567,palms,12.0,13.0,partial,06:59,12:21,
WO-2025-0213-P-007,2025-02-13,pest,census,7,298,P7-01,12,13,3585,2707,palms,12.0,13.0,partial,07:20,12:50,
WO-2025-0214-P-001,2025-02-14,pest,census,1,12,P1-01,10,11,3660,2571,palms,10.0,11.0,partial,07:10,12:23,
WO-2025-0214-P-002,2025-02-14,pest,census,2,47,P2-01,8,8,4050,3442,palms,8.0,8.0,partial,07:03,13:07,
WO-2025-0214-P-003,2025-02-14,pest,census,3,84,P3-01,10,10,4547,4261,palms,10.0,10.0,completed,07:03,13:33,
WO-2025-0214-P-004,2025-02-14,pest,census,4,133,P4-01,9,10,3830,3575,palms,9.0,10.0,completed,07:19,13:00,
WO-2025-0214-P-005,2025-02-14,pest,census,5,177,P5-01,9,10,4044,3342,palms,9.0,10.0,partial,07:24,13:12,
WO-2025-0214-P-006,2025-02-14,pest,census,6,210,P6-01,12,12,4466,2953,palms,12.0,12.0,partial,07:11,12:12,
WO-2025-0214-P-007,2025-02-14,pest,census,7,299,P7-01,12,11,3548,2637,palms,12.0,11.0,partial,06:59,12:04,
WO-2025-0215-P-001,2025-02-15,pest,census,1,13,P1-01,10,10,4481,3324,palms,10.0,10.0,partial,07:09,12:18,
WO-2025-0215-P-002,2025-02-15,pest,census,2,49,P2-01,8,9,3490,2683,palms,8.0,9.0,partial,07:06,12:21,
WO-2025-0215-P-003,2025-02-15,pest,census,3,85,P3-01,10,8,3171,2703,palms,10.0,8.0,completed,07:24,13:40,
WO-2025-0215-P-004,2025-02-15,pest,census,4,134,P4-01,9,7,5064,4824,palms,9.0,7.0,completed,07:07,14:04,
WO-2025-0215-P-005,2025-02-15,pest,census,5,178,P5-01,9,10,3940,2481,palms,9.0,10.0,partial,07:22,11:47,
WO-2025-0215-P-006,2025-02-15,pest,census,6,211,P6-01,12,11,3859,3361,palms,12.0,11.0,completed,07:08,13:03,
WO-2025-0215-P-007,2025-02-15,pest,census,7,300,P7-01,8,8,2719,2456,palms,8.0,8.0,completed,07:12,13:39,
WO-2025-0215-P-008,2025-02-15,pest,census,7,301,P7-01,4,4,1414,951,palms,4.0,4.0,partial,07:04,12:09,
WO-2025-0217-P-001,2025-02-17,pest,census,1,14,P1-01,10,9,4760,3637,palms,10.0,9.0,partial,07:20,13:02,
WO-2025-0217-P-002,2025-02-17,pest,census,2,50,P2-01,8,9,3655,2796,palms,8.0,9.0,partial,07:18,12:27,
WO-2025-0217-P-003,2025-02-17,pest,census,3,86,P3-01,10,9,5011,3290,palms,10.0,9.0,partial,07:05,11:54,
WO-2025-0217-P-004,2025-02-17,pest,census,4,135,P4-01,9,10,3879,2901,palms,9.0,10.0,partial,07:15,12:48,
WO-2025-0217-P-005,2025-02-17,pest,census,5,179,P5-01,9,9,3503,2852,palms,9.0,9.0,partial,07:00,12:47,
WO-2025-0217-P-006,2025-02-17,pest,census,6,212,P6-01,12,12,3842,2558,palms,12.0,12.0,partial,07:05,12:07,
WO-2025-0217-P-007,2025-02-17,pest,census,7,302,P7-01,12,12,3949,3003,palms,12.0,12.0,partial,06:55,12:16,
WO-2025-0217-P-008,2025-02-17,pest,treatment,7,344,P7-01,1,1,97,88,palms,1.0,1.0,completed,07:05,13:47,
WO-2025-0218-P-001,2025-02-18,pest,census,1,15,P1-01,10,8,4700,4073,palms,10.0,8.0,completed,07:04,13:28,
WO-2025-0218-P-002,2025-02-18,pest,census,2,51,P2-01,8,8,3946,3155,palms,8.0,8.0,partial,07:08,12:38,
WO-2025-0218-P-003,2025-02-18,pest,census,3,87,P3-01,10,10,4214,3692,palms,10.0,10.0,completed,07:05,13:09,
WO-2025-0218-P-004,2025-02-18,pest,census,4,136,P4-01,9,10,4573,3031,palms,9.0,10.0,partial,07:11,11:34,
WO-2025-0218-P-005,2025-02-18,pest,census,5,180,P5-01,9,9,4069,2668,palms,9.0,9.0,partial,07:15,12:03,
WO-2025-0218-P-006,2025-02-18,pest,census,6,213,P6-01,12,11,3897,2567,palms,12.0,11.0,partial,07:07,11:42,
WO-2025-0218-P-007,2025-02-18,pest,census,7,303,P7-01,12,12,4841,4373,palms,12.0,12.0,completed,07:24,13:40,
WO-2025-0218-P-008,2025-02-18,pest,followup,4,126,P4-01,1,0,24,0,palms,1.0,0.0,not_started,07:22,,
WO-2025-0219-P-001,2025-02-19,pest,census,1,16,P1-01,10,9,3871,3433,palms,10.0,9.0,completed,07:00,13:23,
WO-2025-0219-P-002,2025-02-19,pest,census,2,52,P2-01,8,8,3507,3085,palms,8.0,8.0,completed,07:03,13:23,
WO-2025-0219-P-003,2025-02-19,pest,census,3,88,P3-01,10,9,3650,3299,palms,10.0,9.0,completed,06:59,13:21,
WO-2025-0219-P-004,2025-02-19,pest,census,4,137,P4-01,9,9,4181,3918,palms,9.0,9.0,completed,07:18,14:00,
WO-2025-0219-P-005,2025-02-19,pest,census,5,181,P5-01,9,10,4278,4007,palms,9.0,10.0,completed,06:55,13:10,
WO-2025-0219-P-006,2025-02-19,pest,census,6,214,P6-01,12,12,4523,3589,palms,12.0,12.0,partial,07:01,12:20,
WO-2025-0219-P-007,2025-02-19,pest,census,7,304,P7-01,12,13,3910,2509,palms,12.0,13.0,partial,06:57,11:42,
WO-2025-0219-P-008,2025-02-19,pest,treatment,7,332,P7-01,6,5,167,145,palms,6.0,5.0,completed,06:58,12:48,
WO-2025-0220-P-001,2025-02-20,pest,census,1,17,P1-01,10,9,3449,2996,palms,10.0,9.0,completed,07:05,12:52,
WO-2025-0220-P-002,2025-02-20,pest,census,2,53,P2-01,8,9,4005,3624,palms,8.0,9.0,completed,07:23,13:40,
WO-2025-0220-P-003,2025-02-20,pest,census,3,89,P3-01,10,8,4020,2528,palms,10.0,8.0,partial,07:10,11:26,
WO-2025-0220-P-004,2025-02-20,pest,census,4,138,P4-01,9,10,5357,4533,palms,9.0,10.0,partial,06:58,12:52,
WO-2025-0220-P-005,2025-02-20,pest,census,5,182,P5-01,9,10,3277,2673,palms,9.0,10.0,partial,07:04,13:09,
WO-2025-0220-P-006,2025-02-20,pest,census,6,215,P6-01,12,12,4069,3365,palms,12.0,12.0,partial,07:06,13:05,
WO-2025-0220-P-007,2025-02-20,pest,census,7,305,P7-01,6,7,3613,3302,palms,6.0,7.0,completed,07:15,13:53,
WO-2025-0220-P-008,2025-02-20,pest,census,7,306,P7-01,6,6,3172,2080,palms,6.0,6.0,partial,07:21,11:43,
WO-2025-0220-P-009,2025-02-20,pest,treatment,7,335,P7-01,1,1,91,90,palms,1.0,1.0,completed,06:59,13:50,
WO-2025-0221-P-001,2025-02-21,pest,census,1,18,P1-01,10,10,2944,2605,palms,10.0,10.0,completed,07:21,13:23,
WO-2025-0221-P-002,2025-02-21,pest,census,2,54,P2-01,8,7,4046,3296,palms,8.0,7.0,partial,07:16,12:54,
WO-2025-0221-P-003,2025-02-21,pest,census,3,90,P3-01,10,10,3666,2811,palms,10.0,10.0,partial,07:15,12:32,
WO-2025-0221-P-004,2025-02-21,pest,census,4,139,P4-01,9,10,3636,2348,palms,9.0,10.0,partial,06:54,11:24,
WO-2025-0221-P-005,2025-02-21,pest,census,5,184,P5-01,9,9,2615,1908,palms,9.0,9.0,partial,07:22,12:51,
WO-2025-0221-P-006,2025-02-21,pest,census,6,216,P6-01,12,11,4164,3465,palms,12.0,11.0,partial,07:07,12:48,
WO-2025-0221-P-007,2025-02-21,pest,census,7,307,P7-01,5,5,1463,1096,palms,5.0,5.0,partial,07:06,12:09,
WO-2025-0221-P-008,2025-02-21,pest,census,7,308,P7-01,7,7,2160,1821,palms,7.0,7.0,partial,07:07,12:43,
WO-2025-0221-P-009,2025-02-21,pest,followup,4,133,P4-01,9,7,246,204,palms,9.0,7.0,partial,06:56,12:49,
WO-2025-0221-P-010,2025-02-21,pest,treatment,7,329,P7-01,5,4,145,108,palms,5.0,4.0,partial,06:55,12:14,
WO-2025-0222-P-001,2025-02-22,pest,census,1,19,P1-01,10,10,2769,2367,palms,10.0,10.0,completed,06:58,12:57,
WO-2025-0222-P-002,2025-02-22,pest,census,2,55,P2-01,8,10,4121,3806,palms,8.0,10.0,completed,07:01,13:30,
WO-2025-0222-P-003,2025-02-22,pest,census,3,91,P3-01,10,8,2256,1680,palms,10.0,8.0,partial,07:01,12:05,
WO-2025-0222-P-004,2025-02-22,pest,census,4,140,P4-01,9,8,3921,2649,palms,9.0,8.0,partial,07:02,11:52,
WO-2025-0222-P-005,2025-02-22,pest,census,5,185,P5-01,9,9,3823,2513,palms,9.0,9.0,partial,07:06,12:03,
WO-2025-0222-P-006,2025-02-22,pest,census,6,222,P6-01,12,12,3851,2931,palms,12.0,12.0,partial,07:15,12:23,
WO-2025-0222-P-007,2025-02-22,pest,census,7,309,P7-01,12,12,3378,2964,palms,12.0,12.0,completed,06:56,13:21,
WO-2025-0223-P-001,2025-02-23,pest,followup,3,103,P3-01,5,0,126,0,palms,5.0,0.0,not_started,07:19,,
WO-2025-0224-P-001,2025-02-24,pest,census,1,20,P1-01,10,10,2704,2383,palms,10.0,10.0,completed,07:17,13:16,
WO-2025-0224-P-002,2025-02-24,pest,census,2,56,P2-01,8,8,4163,2677,palms,8.0,8.0,partial,07:10,11:57,
WO-2025-0224-P-003,2025-02-24,pest,census,3,92,P3-01,10,10,4234,3535,palms,10.0,10.0,partial,07:22,12:58,
WO-2025-0224-P-004,2025-02-24,pest,census,4,141,P4-01,9,9,4127,3506,palms,9.0,9.0,partial,07:09,13:22,
