# SYNTHETIC. Harvest work orders, one per block per cutting day. actual_qty is the sum of the per-worker rows on that block that day and reconciles to the client's REAL block-month bunch counts. The plan is generated: backed out through an adherence model driven by real daily rainfall, road condition and gang attendance, calibrated to a 78% bunch-weighted mean. Stands in for EPMS t_harvesting_plan / t_harvester_assignment.
order_id,date,operation,activity,division_code,block_code,crew_code,headcount_plan,headcount_actual,planned_qty,actual_qty,unit,man_days_plan,man_days_actual,status,started,finished,carried_to
WO-2025-0101-H-014,2025-01-01,harvest,harvest,2,63,G2-03,10,9,962,967,bunches,10.0,9.0,completed,07:04,14:30,
WO-2025-0101-H-015,2025-01-01,harvest,harvest,2,65,G2-03,6,5,565,493,bunches,6.0,5.0,completed,06:50,13:30,
WO-2025-0101-H-016,2025-01-01,harvest,harvest,2,67,G2-03,7,8,740,830,bunches,7.0,8.0,completed,07:02,14:43,
WO-2025-0101-H-017,2025-01-01,harvest,harvest,2,69,G2-04,12,9,1134,938,bunches,12.0,9.0,partial,06:49,12:31,
WO-2025-0101-H-018,2025-01-01,harvest,harvest,3,79,G3-01,6,7,636,687,bunches,6.0,7.0,completed,07:15,15:13,
WO-2025-0101-H-019,2025-01-01,harvest,harvest,3,82,G3-01,1,1,123,114,bunches,1.0,1.0,completed,07:07,13:41,
WO-2025-0101-H-020,2025-01-01,harvest,harvest,3,90,G3-02,12,9,1153,1068,bunches,12.0,9.0,completed,07:03,13:23,
WO-2025-0101-H-021,2025-01-01,harvest,harvest,3,93,G3-02,7,8,743,818,bunches,7.0,8.0,completed,07:13,15:01,
WO-2025-0101-H-022,2025-01-01,harvest,harvest,3,94,G3-02,8,8,800,828,bunches,8.0,8.0,completed,06:51,13:55,
WO-2025-0101-H-023,2025-01-01,harvest,harvest,3,107,G3-03,12,9,1232,1229,bunches,12.0,9.0,completed,07:06,13:57,
WO-2025-0101-H-024,2025-01-01,harvest,harvest,3,108,G3-03,12,9,1287,1155,bunches,12.0,9.0,completed,07:11,13:35,
WO-2025-0101-H-025,2025-01-01,harvest,harvest,3,109,G3-03,8,6,846,670,bunches,8.0,6.0,partial,06:52,12:52,WO-2025-0103-H-034
WO-2025-0101-H-026,2025-01-01,harvest,harvest,3,111,G3-03,9,9,963,1026,bunches,9.0,9.0,completed,06:59,14:29,
WO-2025-0101-H-027,2025-01-01,harvest,harvest,3,115,G3-04,10,9,988,911,bunches,10.0,9.0,completed,07:10,13:34,
WO-2025-0101-H-028,2025-01-01,harvest,harvest,3,370,G3-04,2,2,210,176,bunches,2.0,2.0,partial,06:47,12:57,
WO-2025-0101-H-029,2025-01-01,harvest,harvest,4,132,G4-01,16,9,1754,1427,bunches,16.0,9.0,partial,07:20,13:36,WO-2025-0106-H-030
WO-2025-0101-H-030,2025-01-01,harvest,harvest,4,140,G4-02,13,9,1373,1270,bunches,13.0,9.0,completed,07:18,13:47,
WO-2025-0101-H-031,2025-01-01,harvest,harvest,4,148,G4-03,11,9,1189,1043,bunches,11.0,9.0,completed,07:10,13:17,
WO-2025-0101-H-032,2025-01-01,harvest,harvest,4,157,G4-04,20,9,2026,1474,bunches,20.0,9.0,partial,07:20,12:10,WO-2025-0106-H-035
WO-2025-0101-H-033,2025-01-01,harvest,harvest,4,158,G4-04,13,9,1360,1011,bunches,13.0,9.0,partial,06:49,11:46,
WO-2025-0101-H-034,2025-01-01,harvest,harvest,5,168,G5-01,11,9,1175,1208,bunches,11.0,9.0,completed,07:20,14:46,
WO-2025-0101-H-035,2025-01-01,harvest,harvest,5,171,G5-01,12,9,1279,1129,bunches,12.0,9.0,completed,06:54,12:59,
WO-2025-0101-H-036,2025-01-01,harvest,harvest,5,177,G5-01,13,9,1381,1403,bunches,13.0,9.0,completed,07:09,14:28,
WO-2025-0101-H-037,2025-01-01,harvest,harvest,5,186,G5-02,14,9,1437,1443,bunches,14.0,9.0,completed,07:07,14:42,
WO-2025-0101-H-038,2025-01-01,harvest,harvest,5,192,G5-02,4,4,407,429,bunches,4.0,4.0,completed,06:52,14:19,
WO-2025-0101-H-039,2025-01-01,harvest,harvest,5,194,G5-03,7,8,723,832,bunches,7.0,8.0,completed,07:10,15:26,
WO-2025-0101-H-040,2025-01-01,harvest,harvest,5,195,G5-03,11,9,1131,1035,bunches,11.0,9.0,completed,07:03,13:23,
WO-2025-0101-H-041,2025-01-01,harvest,harvest,5,200,G5-03,8,8,803,765,bunches,8.0,8.0,completed,07:05,13:39,
WO-2025-0101-H-042,2025-01-01,harvest,harvest,5,201,G5-03,13,9,1256,1153,bunches,13.0,9.0,completed,07:15,13:34,
WO-2025-0101-H-043,2025-01-01,harvest,harvest,5,202,G5-03,13,9,1337,1129,bunches,13.0,9.0,partial,07:18,13:07,WO-2025-0106-H-044
WO-2025-0101-H-044,2025-01-01,harvest,harvest,6,206,G6-01,10,9,1052,961,bunches,10.0,9.0,completed,07:09,13:59,
WO-2025-0101-H-045,2025-01-01,harvest,harvest,6,207,G6-01,13,9,1428,1239,bunches,13.0,9.0,completed,06:57,13:07,
WO-2025-0101-H-046,2025-01-01,harvest,harvest,6,213,G6-02,19,9,2014,1834,bunches,19.0,9.0,completed,07:08,13:34,
WO-2025-0101-H-047,2025-01-01,harvest,harvest,6,214,G6-02,9,9,970,1115,bunches,9.0,9.0,completed,07:19,15:49,
WO-2025-0101-H-048,2025-01-01,harvest,harvest,6,222,G6-02,17,9,1638,1371,bunches,17.0,9.0,partial,07:08,12:54,
WO-2025-0101-H-049,2025-01-01,harvest,harvest,6,223,G6-02,11,9,1136,1092,bunches,11.0,9.0,completed,07:08,14:04,
WO-2025-0101-H-050,2025-01-01,harvest,harvest,6,249,G6-03,14,9,1422,1117,bunches,14.0,9.0,partial,07:12,12:47,WO-2025-0106-H-047
WO-2025-0101-H-051,2025-01-01,harvest,harvest,6,250,G6-03,8,9,848,924,bunches,8.0,9.0,completed,07:04,14:57,
WO-2025-0101-H-052,2025-01-01,harvest,harvest,6,255,G6-03,11,9,1034,1072,bunches,11.0,9.0,completed,06:47,14:36,
WO-2025-0101-H-053,2025-01-01,harvest,harvest,6,259,G6-04,15,9,1525,1370,bunches,15.0,9.0,completed,06:00,13:28,
WO-2025-0101-H-054,2025-01-01,harvest,harvest,6,262,G6-04,20,9,1890,1513,bunches,20.0,9.0,partial,06:52,12:45,
WO-2025-0101-H-055,2025-01-01,harvest,harvest,6,264,G6-04,8,6,803,697,bunches,8.0,6.0,completed,07:07,13:26,
WO-2025-0101-H-056,2025-01-01,harvest,harvest,7,294,G7-01,7,6,663,620,bunches,7.0,6.0,completed,07:08,13:42,
WO-2025-0101-H-057,2025-01-01,harvest,harvest,7,297,G7-01,11,9,1034,957,bunches,11.0,9.0,completed,06:58,13:53,
WO-2025-0101-H-058,2025-01-01,harvest,harvest,7,298,G7-01,11,9,1093,1003,bunches,11.0,9.0,completed,06:45,13:32,
WO-2025-0101-H-059,2025-01-01,harvest,harvest,7,299,G7-02,9,9,913,876,bunches,9.0,9.0,completed,07:10,14:25,
WO-2025-0101-H-060,2025-01-01,harvest,harvest,7,306,G7-02,20,9,1972,2070,bunches,20.0,9.0,completed,07:20,15:17,
WO-2025-0101-H-061,2025-01-01,harvest,harvest,7,307,G7-02,9,9,926,1011,bunches,9.0,9.0,completed,07:15,15:29,
WO-2025-0101-H-062,2025-01-01,harvest,harvest,7,310,G7-02,16,9,1602,1594,bunches,16.0,9.0,completed,07:11,14:29,
WO-2025-0101-H-063,2025-01-01,harvest,harvest,7,329,G7-03,6,7,650,712,bunches,6.0,7.0,completed,07:04,15:09,
WO-2025-0101-H-064,2025-01-01,harvest,harvest,7,334,G7-03,9,9,863,953,bunches,9.0,9.0,completed,07:20,15:19,
WO-2025-0101-H-065,2025-01-01,harvest,harvest,7,337,G7-03,10,9,1021,907,bunches,10.0,9.0,completed,07:02,13:10,
WO-2025-0101-H-066,2025-01-01,harvest,harvest,7,338,G7-03,12,9,1222,892,bunches,12.0,9.0,partial,07:07,12:19,WO-2025-0104-H-050
WO-2025-0101-H-067,2025-01-01,harvest,harvest,7,341,G7-04,9,7,883,704,bunches,9.0,7.0,partial,06:53,12:59,WO-2025-0103-H-065
WO-2025-0101-H-068,2025-01-01,harvest,harvest,7,347,G7-04,16,9,1779,1934,bunches,16.0,9.0,completed,06:47,14:19,
WO-2025-0102-H-001,2025-01-02,harvest,harvest,1,4,G1-01,4,4,358,412,bunches,4.0,4.0,completed,06:46,14:55,
WO-2025-0102-H-002,2025-01-02,harvest,harvest,1,15,G1-02,10,9,1054,967,bunches,10.0,9.0,completed,07:06,13:59,
WO-2025-0102-H-003,2025-01-02,harvest,harvest,1,19,G1-02,7,6,678,629,bunches,7.0,6.0,completed,07:20,14:02,
WO-2025-0102-H-004,2025-01-02,harvest,harvest,1,22,G1-03,9,7,885,741,bunches,9.0,7.0,partial,06:00,13:17,WO-2025-0106-H-007
WO-2025-0102-H-005,2025-01-02,harvest,harvest,1,23,G1-03,10,8,934,824,bunches,10.0,8.0,completed,07:20,13:34,
WO-2025-0102-H-006,2025-01-02,harvest,harvest,1,26,G1-03,7,8,707,788,bunches,7.0,8.0,completed,06:53,14:40,
WO-2025-0102-H-007,2025-01-02,harvest,harvest,1,28,G1-03,8,8,849,774,bunches,8.0,8.0,completed,06:49,13:05,
WO-2025-0102-H-008,2025-01-02,harvest,harvest,1,30,G1-03,5,5,546,550,bunches,5.0,5.0,completed,06:45,14:03,
WO-2025-0102-H-009,2025-01-02,harvest,harvest,1,38,G1-04,6,5,608,516,bunches,6.0,5.0,partial,07:04,13:18,WO-2025-0107-H-011
WO-2025-0102-H-010,2025-01-02,harvest,harvest,2,42,G2-01,8,8,800,776,bunches,8.0,8.0,completed,06:55,13:52,
WO-2025-0102-H-011,2025-01-02,harvest,harvest,2,43,G2-01,7,0,687,0,bunches,7.0,0.0,not_started,07:08,,WO-2025-0103-H-016
WO-2025-0102-H-012,2025-01-02,harvest,harvest,2,55,G2-02,9,7,861,728,bunches,9.0,7.0,partial,07:09,13:02,WO-2025-0107-H-013
WO-2025-0102-H-013,2025-01-02,harvest,harvest,2,56,G2-02,12,9,1196,1073,bunches,12.0,9.0,completed,07:01,13:30,
WO-2025-0102-H-014,2025-01-02,harvest,harvest,2,66,G2-03,13,9,1278,1070,bunches,13.0,9.0,partial,06:48,12:35,WO-2025-0107-H-015
WO-2025-0102-H-015,2025-01-02,harvest,harvest,2,70,G2-04,10,9,1030,936,bunches,10.0,9.0,completed,07:04,13:48,
WO-2025-0102-H-016,2025-01-02,harvest,harvest,2,73,G2-04,6,6,591,639,bunches,6.0,6.0,completed,07:06,15:10,
WO-2025-0102-H-017,2025-01-02,harvest,harvest,2,74,G2-04,11,9,1098,1069,bunches,11.0,9.0,completed,06:59,13:50,
WO-2025-0102-H-018,2025-01-02,harvest,harvest,3,77,G3-01,17,9,1762,1443,bunches,17.0,9.0,partial,06:45,12:52,
WO-2025-0102-H-019,2025-01-02,harvest,harvest,3,85,G3-01,9,9,959,919,bunches,9.0,9.0,completed,06:54,13:59,
WO-2025-0102-H-020,2025-01-02,harvest,harvest,3,92,G3-02,10,9,1025,947,bunches,10.0,9.0,completed,07:13,14:11,
WO-2025-0102-H-021,2025-01-02,harvest,harvest,3,96,G3-02,16,9,1548,1395,bunches,16.0,9.0,completed,07:09,13:26,
WO-2025-0102-H-022,2025-01-02,harvest,harvest,3,97,G3-02,11,9,1124,1041,bunches,11.0,9.0,completed,06:54,13:53,
WO-2025-0102-H-023,2025-01-02,harvest,harvest,3,103,G3-03,7,8,718,777,bunches,7.0,8.0,completed,07:14,15:21,
WO-2025-0102-H-024,2025-01-02,harvest,harvest,3,108,G3-03,12,9,1233,1155,bunches,12.0,9.0,completed,06:52,13:50,
WO-2025-0102-H-025,2025-01-02,harvest,harvest,3,110,G3-03,16,9,1621,1210,bunches,16.0,9.0,partial,07:20,12:37,WO-2025-0106-H-023
WO-2025-0102-H-026,2025-01-02,harvest,harvest,3,116,G3-04,6,6,610,568,bunches,6.0,6.0,completed,06:47,13:39,
WO-2025-0102-H-027,2025-01-02,harvest,harvest,3,117,G3-04,4,4,405,362,bunches,4.0,4.0,completed,07:14,13:54,
WO-2025-0102-H-028,2025-01-02,harvest,harvest,4,127,G4-01,1,2,157,163,bunches,1.0,2.0,completed,07:11,14:38,
WO-2025-0102-H-029,2025-01-02,harvest,harvest,4,134,G4-02,14,9,1536,1581,bunches,14.0,9.0,completed,07:14,14:40,
WO-2025-0102-H-030,2025-01-02,harvest,harvest,4,135,G4-02,14,9,1518,1478,bunches,14.0,9.0,completed,07:11,14:31,
WO-2025-0102-H-031,2025-01-02,harvest,harvest,4,141,G4-02,16,9,1615,1423,bunches,16.0,9.0,completed,07:17,13:37,
WO-2025-0102-H-032,2025-01-02,harvest,harvest,4,145,G4-03,13,9,1344,1472,bunches,13.0,9.0,completed,06:56,15:01,
WO-2025-0102-H-033,2025-01-02,harvest,harvest,4,149,G4-03,14,9,1457,1271,bunches,14.0,9.0,completed,07:14,13:24,
WO-2025-0102-H-034,2025-01-02,harvest,harvest,4,150,G4-03,17,9,1791,1539,bunches,17.0,9.0,completed,06:56,13:13,
WO-2025-0102-H-035,2025-01-02,harvest,harvest,4,154,G4-03,5,3,524,370,bunches,5.0,3.0,partial,06:00,11:54,
WO-2025-0102-H-036,2025-01-02,harvest,harvest,4,163,G4-04,13,9,1386,1187,bunches,13.0,9.0,completed,07:03,13:30,
WO-2025-0102-H-037,2025-01-02,harvest,harvest,4,164,G4-04,8,8,813,807,bunches,8.0,8.0,completed,06:48,13:47,
WO-2025-0102-H-038,2025-01-02,harvest,harvest,4,166,G4-04,9,9,908,867,bunches,9.0,9.0,completed,07:15,14:05,
WO-2025-0102-H-039,2025-01-02,harvest,harvest,5,178,G5-01,17,9,1721,1613,bunches,17.0,9.0,completed,06:47,13:26,
WO-2025-0102-H-040,2025-01-02,harvest,harvest,5,180,G5-02,12,9,1239,1221,bunches,12.0,9.0,completed,06:55,14:17,
WO-2025-0102-H-041,2025-01-02,harvest,harvest,5,182,G5-02,11,9,1137,1307,bunches,11.0,9.0,completed,07:11,15:25,
WO-2025-0102-H-042,2025-01-02,harvest,harvest,5,187,G5-02,18,9,1803,1609,bunches,18.0,9.0,completed,07:00,13:41,
WO-2025-0102-H-043,2025-01-02,harvest,harvest,5,188,G5-02,12,9,1156,1004,bunches,12.0,9.0,completed,06:57,12:58,
WO-2025-0102-H-044,2025-01-02,harvest,harvest,5,199,G5-03,10,8,1007,798,bunches,10.0,8.0,partial,07:16,12:44,
WO-2025-0102-H-045,2025-01-02,harvest,harvest,6,205,G6-01,8,8,844,799,bunches,8.0,8.0,completed,06:56,13:43,
WO-2025-0102-H-046,2025-01-02,harvest,harvest,6,211,G6-01,10,9,1170,1147,bunches,10.0,9.0,completed,07:13,14:04,
WO-2025-0102-H-047,2025-01-02,harvest,harvest,6,212,G6-01,10,9,1112,1175,bunches,10.0,9.0,completed,06:57,14:54,
WO-2025-0102-H-048,2025-01-02,harvest,harvest,6,215,G6-02,15,9,1593,1636,bunches,15.0,9.0,completed,06:50,14:30,
WO-2025-0102-H-049,2025-01-02,harvest,harvest,6,245,G6-02,11,9,1084,953,bunches,11.0,9.0,completed,07:11,13:45,
WO-2025-0102-H-050,2025-01-02,harvest,harvest,6,248,G6-03,9,8,893,734,bunches,9.0,8.0,partial,06:56,12:39,WO-2025-0107-H-050
WO-2025-0102-H-051,2025-01-02,harvest,harvest,6,256,G6-03,9,7,905,678,bunches,9.0,7.0,partial,07:16,12:43,
WO-2025-0102-H-052,2025-01-02,harvest,harvest,6,379,G6-05,10,9,1000,1063,bunches,10.0,9.0,completed,07:13,14:57,
WO-2025-0102-H-053,2025-01-02,harvest,harvest,6,380,G6-05,12,9,1363,1333,bunches,12.0,9.0,completed,07:07,14:10,
WO-2025-0102-H-054,2025-01-02,harvest,harvest,7,291,G7-01,13,9,1316,1157,bunches,13.0,9.0,completed,06:48,12:53,
WO-2025-0102-H-055,2025-01-02,harvest,harvest,7,292,G7-01,16,9,1578,1220,bunches,16.0,9.0,partial,07:10,12:43,WO-2025-0105-H-034
WO-2025-0102-H-056,2025-01-02,harvest,harvest,7,293,G7-01,11,9,1169,1138,bunches,11.0,9.0,completed,07:08,14:03,
WO-2025-0102-H-057,2025-01-02,harvest,harvest,7,305,G7-02,15,9,1515,1293,bunches,15.0,9.0,completed,07:01,12:00,
WO-2025-0102-H-058,2025-01-02,harvest,harvest,7,308,G7-02,10,8,1131,888,bunches,10.0,8.0,partial,07:07,12:33,
WO-2025-0102-H-059,2025-01-02,harvest,harvest,7,332,G7-03,22,9,2172,1502,bunches,22.0,9.0,partial,07:20,12:31,
WO-2025-0102-H-060,2025-01-02,harvest,harvest,7,333,G7-03,11,9,1094,1009,bunches,11.0,9.0,completed,06:55,13:57,
WO-2025-0102-H-061,2025-01-02,harvest,harvest,7,336,G7-03,14,9,1489,1511,bunches,14.0,9.0,completed,06:45,14:20,
WO-2025-0102-H-062,2025-01-02,harvest,harvest,7,339,G7-04,11,9,1088,1141,bunches,11.0,9.0,completed,06:46,14:22,
WO-2025-0102-H-063,2025-01-02,harvest,harvest,7,340,G7-04,16,9,1623,1504,bunches,16.0,9.0,completed,07:18,14:03,
WO-2025-0102-H-064,2025-01-02,harvest,harvest,7,344,G7-04,15,9,1562,1247,bunches,15.0,9.0,partial,07:13,12:55,
WO-2025-0103-H-001,2025-01-03,harvest,harvest,1,1,G1-01,2,2,171,181,bunches,2.0,2.0,completed,06:47,14:19,
WO-2025-0103-H-002,2025-01-03,harvest,harvest,1,7,G1-01,5,4,485,426,bunches,5.0,4.0,completed,07:14,13:51,
WO-2025-0103-H-003,2025-01-03,harvest,harvest,1,8,G1-01,12,9,1190,1038,bunches,12.0,9.0,completed,07:11,13:18,
WO-2025-0103-H-004,2025-01-03,harvest,harvest,1,9,G1-01,8,7,764,696,bunches,8.0,7.0,completed,07:20,14:05,
WO-2025-0103-H-005,2025-01-03,harvest,harvest,1,10,G1-01,12,9,1164,875,bunches,12.0,9.0,partial,06:57,12:12,WO-2025-0107-H-005
WO-2025-0103-H-006,2025-01-03,harvest,harvest,1,17,G1-02,6,6,560,573,bunches,6.0,6.0,completed,07:11,14:10,
WO-2025-0103-H-007,2025-01-03,harvest,harvest,1,18,G1-02,4,4,435,408,bunches,4.0,4.0,completed,06:57,13:49,
WO-2025-0103-H-008,2025-01-03,harvest,harvest,1,20,G1-02,5,5,505,487,bunches,5.0,5.0,completed,07:16,13:54,
WO-2025-0103-H-009,2025-01-03,harvest,harvest,1,21,G1-03,9,8,851,814,bunches,9.0,8.0,completed,07:17,14:12,
WO-2025-0103-H-010,2025-01-03,harvest,harvest,1,29,G1-03,9,8,960,872,bunches,9.0,8.0,completed,06:46,13:08,
WO-2025-0103-H-011,2025-01-03,harvest,harvest,1,32,G1-04,5,5,492,540,bunches,5.0,5.0,completed,06:50,14:39,
WO-2025-0103-H-012,2025-01-03,harvest,harvest,1,34,G1-04,8,7,802,719,bunches,8.0,7.0,completed,06:51,13:32,
WO-2025-0103-H-013,2025-01-03,harvest,harvest,1,35,G1-04,10,8,1069,838,bunches,10.0,8.0,partial,07:08,12:43,
WO-2025-0103-H-014,2025-01-03,harvest,harvest,1,37,G1-04,6,6,607,574,bunches,6.0,6.0,completed,07:17,14:13,
WO-2025-0103-H-015,2025-01-03,harvest,harvest,2,40,G2-01,15,9,1498,1386,bunches,15.0,9.0,completed,07:07,13:44,
WO-2025-0103-H-016,2025-01-03,harvest,harvest,2,43,G2-01,7,6,687,614,bunches,7.0,6.0,completed,06:56,13:02,
WO-2025-0103-H-017,2025-01-03,harvest,harvest,2,44,G2-01,6,7,579,664,bunches,6.0,7.0,completed,07:03,15:10,
WO-2025-0103-H-018,2025-01-03,harvest,harvest,2,46,G2-01,9,9,855,983,bunches,9.0,9.0,completed,06:57,15:14,
WO-2025-0103-H-019,2025-01-03,harvest,harvest,2,47,G2-01,9,9,924,883,bunches,9.0,9.0,completed,06:45,13:50,
WO-2025-0103-H-020,2025-01-03,harvest,harvest,2,64,G2-03,8,7,810,740,bunches,8.0,7.0,completed,06:46,13:39,
WO-2025-0103-H-021,2025-01-03,harvest,harvest,2,382,G2-04,7,8,797,865,bunches,7.0,8.0,completed,07:02,14:44,
WO-2025-0103-H-022,2025-01-03,harvest,harvest,3,75,G3-01,10,9,1081,1153,bunches,10.0,9.0,completed,06:54,14:13,
WO-2025-0103-H-023,2025-01-03,harvest,harvest,3,76,G3-01,13,9,1303,1098,bunches,13.0,9.0,partial,06:51,12:49,WO-2025-0108-H-017
WO-2025-0103-H-024,2025-01-03,harvest,harvest,3,78,G3-01,13,9,1248,1162,bunches,13.0,9.0,completed,07:20,13:47,
WO-2025-0103-H-025,2025-01-03,harvest,harvest,3,80,G3-01,7,7,623,703,bunches,7.0,7.0,completed,06:52,14:47,
WO-2025-0103-H-026,2025-01-03,harvest,harvest,3,83,G3-01,14,9,1492,1515,bunches,14.0,9.0,completed,06:56,14:33,
WO-2025-0103-H-027,2025-01-03,harvest,harvest,3,87,G3-01,18,9,1768,1576,bunches,18.0,9.0,completed,06:59,13:11,
WO-2025-0103-H-028,2025-01-03,harvest,harvest,3,89,G3-02,9,9,880,961,bunches,9.0,9.0,completed,07:07,14:47,
WO-2025-0103-H-029,2025-01-03,harvest,harvest,3,91,G3-02,10,9,991,883,bunches,10.0,9.0,completed,06:47,13:23,
WO-2025-0103-H-030,2025-01-03,harvest,harvest,3,93,G3-02,8,8,835,818,bunches,8.0,8.0,completed,07:09,14:17,
WO-2025-0103-H-031,2025-01-03,harvest,harvest,3,101,G3-03,13,9,1312,1308,bunches,13.0,9.0,completed,06:46,13:50,
WO-2025-0103-H-032,2025-01-03,harvest,harvest,3,102,G3-03,8,8,862,812,bunches,8.0,8.0,completed,07:14,14:03,
WO-2025-0103-H-033,2025-01-03,harvest,harvest,3,104,G3-03,9,8,944,817,bunches,9.0,8.0,completed,06:49,12:56,
WO-2025-0103-H-034,2025-01-03,harvest,harvest,3,109,G3-03,6,6,631,670,bunches,6.0,6.0,completed,06:52,14:40,
WO-2025-0103-H-035,2025-01-03,harvest,harvest,3,369,G3-04,2,2,206,185,bunches,2.0,2.0,completed,07:10,13:59,
WO-2025-0103-H-036,2025-01-03,harvest,harvest,4,122,G4-01,7,7,741,717,bunches,7.0,7.0,completed,07:13,13:54,
WO-2025-0103-H-037,2025-01-03,harvest,harvest,4,123,G4-01,4,4,364,386,bunches,4.0,4.0,completed,07:02,14:41,
WO-2025-0103-H-038,2025-01-03,harvest,harvest,4,130,G4-01,15,9,1604,1358,bunches,15.0,9.0,partial,06:50,13:12,
WO-2025-0103-H-039,2025-01-03,harvest,harvest,4,140,G4-02,17,0,1733,0,bunches,17.0,0.0,not_started,07:08,,WO-2025-0104-H-031
WO-2025-0103-H-040,2025-01-03,harvest,harvest,4,142,G4-02,11,9,1178,998,bunches,11.0,9.0,partial,06:59,13:21,WO-2025-0106-H-033
WO-2025-0103-H-041,2025-01-03,harvest,harvest,4,144,G4-03,9,9,841,957,bunches,9.0,9.0,completed,07:07,14:55,
WO-2025-0103-H-042,2025-01-03,harvest,harvest,4,152,G4-03,17,9,1787,2043,bunches,17.0,9.0,completed,06:46,15:13,
WO-2025-0103-H-043,2025-01-03,harvest,harvest,4,155,G4-04,15,9,1482,1625,bunches,15.0,9.0,completed,06:53,14:49,
WO-2025-0103-H-044,2025-01-03,harvest,harvest,4,159,G4-04,19,0,1934,0,bunches,19.0,0.0,not_started,07:10,,WO-2025-0104-H-034
WO-2025-0103-H-045,2025-01-03,harvest,harvest,5,168,G5-01,10,9,1050,1208,bunches,10.0,9.0,completed,06:53,15:12,
WO-2025-0103-H-046,2025-01-03,harvest,harvest,5,179,G5-01,11,9,1142,1189,bunches,11.0,9.0,completed,06:57,14:48,
WO-2025-0103-H-047,2025-01-03,harvest,harvest,5,181,G5-02,13,9,1343,1315,bunches,13.0,9.0,completed,06:46,13:45,
WO-2025-0103-H-048,2025-01-03,harvest,harvest,5,189,G5-02,12,9,1280,1194,bunches,12.0,9.0,completed,07:09,13:42,
WO-2025-0103-H-049,2025-01-03,harvest,harvest,5,193,G5-03,13,9,1307,1198,bunches,13.0,9.0,completed,07:20,14:06,
WO-2025-0103-H-050,2025-01-03,harvest,harvest,6,204,G6-01,13,9,1386,1501,bunches,13.0,9.0,completed,07:03,14:57,
WO-2025-0103-H-051,2025-01-03,harvest,harvest,6,210,G6-01,12,9,1261,1317,bunches,12.0,9.0,completed,06:57,14:27,
WO-2025-0103-H-052,2025-01-03,harvest,harvest,6,230,G6-02,13,9,1393,1027,bunches,13.0,9.0,partial,06:54,12:03,WO-2025-0107-H-049
WO-2025-0103-H-053,2025-01-03,harvest,harvest,6,251,G6-03,9,9,886,942,bunches,9.0,9.0,completed,07:03,14:31,
WO-2025-0103-H-054,2025-01-03,harvest,harvest,6,252,G6-03,18,9,1863,1784,bunches,18.0,9.0,completed,07:08,14:22,
WO-2025-0103-H-055,2025-01-03,harvest,harvest,6,253,G6-03,8,9,839,960,bunches,8.0,9.0,completed,07:08,15:27,
WO-2025-0103-H-056,2025-01-03,harvest,harvest,6,254,G6-03,12,9,1183,1019,bunches,12.0,9.0,completed,07:07,13:23,
WO-2025-0103-H-057,2025-01-03,harvest,harvest,6,265,G6-04,9,8,932,904,bunches,9.0,8.0,completed,07:15,13:59,
